Event.Date,Make,Model,Aircraft.Type,Total.Passengers,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Fatal.Serious.Injury.Fraction,Aircraft.Destroyed_Clean,Number.of.Engines,Engine.Type,Weather.Condition,Purpose.of.flight,Broad.phase.of.flight
1982-12-29,Beech,G35,Beech G35,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
1982-12-29,Cessna,152,Cessna 152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
1982-12-29,Beech,V35B,Beech V35B,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1982-12-30,Piper,PA-28RT-201T,Piper PA-28RT-201T,2.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,IMC,Personal,Approach
1982-12-30,Cessna,310R,Cessna 310R,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Unknown,Takeoff
1982-12-30,Piper,PA-28-180,Piper PA-28-180,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,IMC,Unknown,Unknown
1982-12-30,Piper,PA-28R-200,Piper PA-28R-200,4.0,0.0,4.0,0.0,0.0,0.8,1.0,1.0,Reciprocating,IMC,Personal,Cruise
1982-12-30,Piper,J-3,Piper J-3,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Taxi
1982-12-30,Cessna,150M,Cessna 150M,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
1982-12-30,Cessna,152,Cessna 152,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Maneuvering
1982-12-30,Cessna,182N,Cessna 182N,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Climb
1982-12-30,Cessna,182P,Cessna 182P,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1982-12-30,Beech,58P,Beech 58P,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Reciprocating,IMC,Personal,Cruise
1982-12-31,Cessna,172RG,Cessna 172RG,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,Reciprocating,VMC,Personal,Approach
1982-12-31,Piper,PA-28-180,Piper PA-28-180,4.0,1.0,3.0,0.0,0.0,0.8,1.0,1.0,Reciprocating,VMC,Personal,Landing
1982-12-31,Cessna,T210N,Cessna T210N,5.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,Reciprocating,VMC,Personal,Cruise
1982-12-31,Piper,PA-28-161,Piper PA-28-161,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1982-12-31,Cessna,172,Cessna 172,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1982-12-31,Piper,PA-34-200T,Piper PA-34-200T,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
1982-12-31,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Takeoff
1982-12-31,Aeronca,7AC,Aeronca 7AC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,UNK,Unknown,Landing
1982-12-31,Cessna,210N,Cessna 210N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Cruise
1982-12-31,Piper,PA-32,Piper PA-32,7.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Takeoff
1983-03-18,Boeing,747,Boeing 747,588.0,0.0,0.0,0.0,588.0,0.0,0.0,4.0,Turbo Fan,VMC,Unknown,Taxi
1983-03-20,Piper,PA-28-140,Piper PA-28-140,2.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,IMC,Personal,Cruise
1983-11-08,Boeing,727-200,Boeing 727-200,100.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,Turbo Fan,VMC,Unknown,Taxi
1983-11-13,Beech,C35,Beech C35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Climb
1983-12-22,Cessna,180K,Cessna 180K,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1984-03-14,Beech,99,Beech 99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Turbo Prop,VMC,Unknown,Landing
1984-06-11,Piper,PA-23-250,Piper PA-23-250,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Approach
1984-07-03,Piper,PA-18-150,Piper PA-18-150,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Aerial Application,Maneuvering
1984-11-09,Cessna,R172E,Cessna R172E,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
1984-12-30,Cessna,182A,Cessna 182A,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Skydiving,Maneuvering
1985-01-14,Cessna,182Q,Cessna 182Q,2.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,Reciprocating,VMC,Personal,Maneuvering
1985-05-13,Cessna,T303,Cessna T303,1.0,0.0,1.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Positioning,Approach
1985-06-11,Cessna,152,Cessna 152,6.0,1.0,1.0,4.0,0.0,0.2857142857142857,1.0,1.0,Reciprocating,VMC,Instructional,Takeoff
1985-08-16,Cessna,441,Cessna 441,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Turbo Prop,VMC,Business,Landing
1985-09-29,Cessna,208,Cessna 208,17.0,17.0,0.0,0.0,0.0,0.9444444444444444,1.0,1.0,Turbo Prop,VMC,Skydiving,Takeoff
1986-04-08,Piper,PA-23-250,Piper PA-23-250,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
1986-04-15,Grumman,G164A,Grumman G164A,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Aerial Application,Descent
1986-04-15,Grumman,G164A,Grumman G164A,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Aerial Application,Standing
1986-05-19,Cessna,TU206F,Cessna TU206F,3.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Skydiving,Descent
1986-05-19,Cessna,152,Cessna 152,3.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Instructional,Maneuvering
1986-05-30,Grumman,F-14A,Grumman F-14A,69.0,0.0,0.0,0.0,69.0,0.0,0.0,2.0,Turbo Jet,VMC,Public Aircraft,Descent
1987-01-15,Mooney,M-20C,Mooney M-20C,10.0,10.0,0.0,0.0,0.0,0.9090909090909091,1.0,1.0,Reciprocating,VMC,Instructional,Maneuvering
1987-02-14,Boeing,707-323B,Boeing 707-323B,135.0,1.0,0.0,3.0,131.0,0.007352941176470588,0.0,4.0,Turbo Jet,UNK,Unknown,Unknown
1988-04-05,Beech,B90,Beech B90,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Turbo Prop,IMC,Unknown,Cruise
1988-04-16,Boeing,757-225,Boeing 757-225,193.0,0.0,1.0,0.0,192.0,0.005154639175257732,0.0,2.0,Unknown,UNK,Unknown,Unknown
1988-05-02,Boeing,747-123,Boeing 747-123,258.0,0.0,0.0,0.0,258.0,0.0,0.0,4.0,Turbo Fan,VMC,Unknown,Cruise
1988-08-01,Cessna,150K,Cessna 150K,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Maneuvering
1988-08-07,Piper,PA-28-180,Piper PA-28-180,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Ferry,Cruise
1988-12-23,Boeing,747SP-21,Boeing 747SP-21,222.0,0.0,1.0,1.0,220.0,0.004484304932735426,0.0,4.0,Turbo Fan,UNK,Unknown,Cruise
1988-12-24,Cessna,310R,Cessna 310R,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,Reciprocating,VMC,Positioning,Approach
1989-04-27,Maule,M-5,Maule M-5,3.0,3.0,0.0,0.0,0.0,0.75,1.0,1.0,Reciprocating,IMC,Other Work Use,Climb
1989-06-15,Cessna,210L,Cessna 210L,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
1989-07-03,Piper,"J3 ""CUB""","Piper J3 ""CUB""",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1989-07-30,Cessna,182B,Cessna 182B,7.0,7.0,0.0,0.0,0.0,0.875,1.0,1.0,Reciprocating,VMC,Other Work Use,Descent
1989-07-30,Beech,A36,Beech A36,7.0,7.0,0.0,0.0,0.0,0.875,1.0,1.0,Reciprocating,VMC,Skydiving,Approach
1989-07-30,Piper,PA-32-300,Piper PA-32-300,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1989-12-17,Cessna,182,Cessna 182,3.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,Reciprocating,VMC,Unknown,Maneuvering
1990-01-29,Cessna,208B,Cessna 208B,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Turbo Prop,IMC,Unknown,Takeoff
1990-02-01,Piper,PA-28-181,Piper PA-28-181,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Personal,Maneuvering
1990-03-16,Cessna,170B,Cessna 170B,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1990-04-09,Cessna,172,Cessna 172,9.0,2.0,0.0,0.0,7.0,0.2,1.0,1.0,Reciprocating,VMC,Unknown,Cruise
1990-04-17,Cessna,150,Cessna 150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Approach
1990-04-30,Beech,C99 AIRLINER,Beech C99 AIRLINER,4.0,1.0,3.0,0.0,0.0,0.8,1.0,2.0,Unknown,UNK,Unknown,Unknown
1990-07-05,Piper,PA-28-180,Piper PA-28-180,2.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Business,Descent
1990-07-12,Piper,PA-28-140,Piper PA-28-140,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Descent
1990-09-14,Cessna,152,Cessna 152,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,IMC,Personal,Takeoff
1990-09-23,Piper,PA-24-260,Piper PA-24-260,4.0,4.0,0.0,0.0,0.0,0.8,1.0,1.0,Reciprocating,VMC,Personal,Takeoff
1990-10-06,Cessna,185B,Cessna 185B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Landing
1990-11-07,Piper,PA-23-250,Piper PA-23-250,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Reciprocating,IMC,Personal,Climb
1990-11-23,Beech,B55,Beech B55,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Personal,Maneuvering
1990-12-15,Beech,D50C,Beech D50C,6.0,1.0,0.0,1.0,4.0,0.14285714285714285,0.0,2.0,Reciprocating,VMC,Skydiving,Cruise
1990-12-31,Cessna,182B,Cessna 182B,4.0,2.0,1.0,1.0,0.0,0.6,0.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1991-02-03,Cessna,182,Cessna 182,7.0,7.0,0.0,0.0,0.0,0.875,1.0,1.0,Reciprocating,VMC,Skydiving,Climb
1991-02-03,Piper,PA-28-140,Piper PA-28-140,7.0,7.0,0.0,0.0,0.0,0.875,1.0,1.0,Reciprocating,VMC,Instructional,Approach
1991-02-24,Cessna,172N,Cessna 172N,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,IMC,Personal,Maneuvering
1991-03-18,Piper,PA-28-201T,Piper PA-28-201T,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,IMC,Business,Cruise
1991-06-06,Boeing,727-214,Boeing 727-214,156.0,0.0,0.0,0.0,156.0,0.0,0.0,3.0,Turbo Fan,VMC,Unknown,Takeoff
1991-07-11,Cessna,182,Cessna 182,5.0,1.0,0.0,0.0,4.0,0.16666666666666666,0.0,1.0,Reciprocating,VMC,Skydiving,Cruise
1991-08-07,Bellanca,7GCBC,Bellanca 7GCBC,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Maneuvering
1991-08-09,Piper,PA-18,Piper PA-18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1991-09-19,Piper,PA-18-150,Piper PA-18-150,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Takeoff
1991-10-27,Beech,A36,Beech A36,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Personal,Maneuvering
1991-11-29,Cessna,120,Cessna 120,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1991-12-13,Piper,"PA-31T3, T1040","Piper PA-31T3, T1040",1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Turbo Prop,IMC,Unknown,Cruise
1991-12-20,Beech,58P,Beech 58P,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,Reciprocating,IMC,Business,Approach
1992-09-07,Beech,C-45H,Beech C-45H,12.0,12.0,0.0,0.0,0.0,0.9230769230769231,1.0,2.0,Reciprocating,VMC,Skydiving,Takeoff
1992-12-13,Cessna,T210,Cessna T210,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
1993-04-23,Piper,PA-18-150,Piper PA-18-150,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Business,Maneuvering
1993-08-14,Cessna,182A,Cessna 182A,5.0,1.0,4.0,0.0,0.0,0.8333333333333334,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1993-08-18,Piper,PA-34-220,Piper PA-34-220,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Reciprocating,VMC,Ferry,Cruise
1993-09-04,Beech,C-45H,Beech C-45H,11.0,1.0,0.0,0.0,10.0,0.08333333333333333,0.0,2.0,Reciprocating,VMC,Skydiving,Cruise
1993-09-25,Cessna,172,Cessna 172,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Observation,Takeoff
1993-11-13,Piper,PA-32R-300,Piper PA-32R-300,5.0,0.0,1.0,3.0,1.0,0.16666666666666666,0.0,1.0,Reciprocating,VMC,Personal,Unknown
1993-11-28,Piper,PA32R-301,Piper PA32R-301,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,IMC,Personal,Approach
1993-12-12,Piper,PA-32,Piper PA-32,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Landing
1994-01-02,Cessna,172N,Cessna 172N,5.0,5.0,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,Reciprocating,VMC,Instructional,Approach
1994-07-16,Cessna,K172R,Cessna K172R,4.0,4.0,0.0,0.0,0.0,0.8,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1994-08-25,Cessna,150,Cessna 150,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
1994-08-31,Cessna,208,Cessna 208,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Turbo Prop,VMC,Unknown,Landing
1994-12-27,Piper,PA-28-140,Piper PA-28-140,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Business,Go-around
1995-03-11,Piper,PA-28RT-201,Piper PA-28RT-201,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Go-around
1995-04-24,Cessna,185,Cessna 185,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
1995-05-06,Cessna,550,Cessna 550,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Turbo Fan,VMC,Public Aircraft,Takeoff
1995-05-19,Boeing,737-500,Boeing 737-500,288.0,0.0,0.0,0.0,288.0,0.0,0.0,2.0,Turbo Fan,VMC,Unknown,Taxi
1995-05-19,Boeing,767-383ER,Boeing 767-383ER,288.0,0.0,0.0,0.0,288.0,0.0,0.0,2.0,Turbo Fan,VMC,Unknown,Taxi
1995-09-10,Beech,65,Beech 65,12.0,12.0,0.0,0.0,0.0,0.9230769230769231,1.0,2.0,Reciprocating,VMC,Skydiving,Takeoff
1995-09-15,Piper,PA-18-150,Piper PA-18-150,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
1996-02-07,Beech,1900D,Beech 1900D,16.0,0.0,0.0,2.0,14.0,0.0,0.0,2.0,Turbo Prop,IMC,Unknown,Landing
1996-03-13,Cessna,185,Cessna 185,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Landing
1996-04-14,Cessna,P206C,Cessna P206C,4.0,1.0,2.0,0.0,1.0,0.6,1.0,1.0,Reciprocating,VMC,Skydiving,Maneuvering
1996-08-07,Grumman,G164,Grumman G164,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Reciprocating,VMC,Aerial Application,Takeoff
1997-04-19,Beech,C23,Beech C23,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,VMC,Unknown,Maneuvering
1997-04-27,Piper,PA-60-601P,Piper PA-60-601P,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,Reciprocating,IMC,Personal,Approach
1997-05-04,Boeing,737-201,Boeing 737-201,97.0,0.0,1.0,0.0,96.0,0.01020408163265306,0.0,2.0,Turbo Jet,VMC,Unknown,Standing
1997-05-14,Boeing,747-400,Boeing 747-400,573.0,0.0,0.0,0.0,573.0,0.0,0.0,4.0,Turbo Fan,VMC,Unknown,Unknown
1997-05-14,Boeing,B777,Boeing B777,573.0,0.0,0.0,0.0,573.0,0.0,0.0,2.0,Turbo Fan,VMC,Unknown,Unknown
1997-05-25,Cessna,205,Cessna 205,7.0,6.0,0.0,0.0,1.0,0.75,1.0,1.0,Reciprocating,VMC,Skydiving,Maneuvering
1997-06-26,Piper,PA-18,Piper PA-18,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Takeoff
1997-08-06,Boeing,747-300,Boeing 747-300,254.0,228.0,26.0,0.0,0.0,0.996078431372549,1.0,4.0,Turbo Fan,IMC,Unknown,Approach
1997-08-18,Piper,PA-18-150,Piper PA-18-150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
1997-08-23,Beech,95-B55,Beech 95-B55,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Unknown,Cruise
1997-09-01,Cessna,182C,Cessna 182C,5.0,5.0,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,Reciprocating,VMC,Skydiving,Climb
1997-09-03,Beech,V35B,Beech V35B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
1997-09-06,Cessna,182E,Cessna 182E,6.0,5.0,1.0,0.0,0.0,0.8571428571428571,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1997-09-14,Piper,PA-28-235,Piper PA-28-235,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,IMC,Personal,Unknown
1997-10-08,Cessna,208B,Cessna 208B,9.0,9.0,0.0,0.0,0.0,0.9,1.0,1.0,Turbo Prop,IMC,Unknown,Climb
1997-10-20,Piper,PA-25-235C,Piper PA-25-235C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Reciprocating,VMC,Aerial Application,Maneuvering
1997-11-07,Piper,PA-22-150,Piper PA-22-150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1998-03-21,Cessna,U206G,Cessna U206G,6.0,6.0,0.0,0.0,0.0,0.8571428571428571,1.0,1.0,Reciprocating,VMC,Skydiving,Cruise
1998-06-10,Piper,PA-24-180,Piper PA-24-180,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
1998-07-04,Cessna,182,Cessna 182,5.0,1.0,0.0,0.0,4.0,0.16666666666666666,0.0,1.0,Reciprocating,VMC,Skydiving,Cruise
1999-05-09,Cessna,205,Cessna 205,6.0,6.0,0.0,0.0,0.0,0.8571428571428571,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1999-05-22,Beech,B90,Beech B90,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Turbo Prop,VMC,Skydiving,Descent
1999-06-19,Cessna,182A,Cessna 182A,5.0,4.0,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1999-06-30,Cessna,182Q,Cessna 182Q,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Climb
1999-07-14,Piper,PA-18-150,Piper PA-18-150,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Aerial Application,Maneuvering
1999-07-31,Beech,65-A90,Beech 65-A90,10.0,10.0,0.0,0.0,0.0,0.9090909090909091,1.0,2.0,Turbo Prop,VMC,Skydiving,Takeoff
1999-09-18,Cessna,182A,Cessna 182A,5.0,5.0,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
1999-09-21,Cessna,172P,Cessna 172P,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,IMC,Instructional,Takeoff
1999-10-09,Grumman,G164,Grumman G164,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Application,Takeoff
1999-10-16,Beech,D35,Beech D35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Reciprocating,UNK,Unknown,Unknown
2000-02-16,Cessna,208B,Cessna 208B,2.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,Turbo Prop,VMC,Unknown,Maneuvering
2000-02-16,Cessna,182M,Cessna 182M,2.0,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,Reciprocating,VMC,Personal,Maneuvering
2000-03-05,Boeing,737-300,Boeing 737-300,142.0,0.0,2.0,42.0,98.0,0.013986013986013986,1.0,2.0,Turbo Fan,VMC,Unknown,Landing
2000-07-08,Cessna,402C,Cessna 402C,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Unknown,Descent
2000-09-14,Cessna,208B,Cessna 208B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Turbo Prop,VMC,Unknown,Takeoff
2000-11-26,Boeing,767,Boeing 767,2.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,Unknown,,Unknown,Descent
2000-12-27,Boeing,767-300ER,Boeing 767-300ER,80.0,0.0,1.0,0.0,79.0,0.012345679012345678,0.0,2.0,Turbo Fan,VMC,Unknown,Taxi
2001-01-07,Cessna,182A,Cessna 182A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-01-24,Cessna,T310R,Cessna T310R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Reciprocating,VMC,Unknown,Unknown
2001-01-24,Beech,F90-42,Beech F90-42,4.0,4.0,0.0,0.0,0.0,0.8,1.0,2.0,Turbo Prop,VMC,Business,Takeoff
2001-02-03,Boeing,B-737-832,Boeing B-737-832,135.0,0.0,0.0,0.0,135.0,0.0,0.0,2.0,Turbo Fan,VMC,Unknown,Taxi
2001-03-09,Cessna,P206,Cessna P206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-03-16,Cessna,182E,Cessna 182E,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-03-30,Piper,PA-24,Piper PA-24,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2001-03-30,Cessna,210F,Cessna 210F,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,Reciprocating,IMC,Personal,Unknown
2001-04-09,Piper,PA-46-500TP,Piper PA-46-500TP,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Turbo Prop,VMC,Personal,Takeoff
2001-04-18,Cessna,T310R,Cessna T310R,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,Reciprocating,VMC,Aerial Application,Unknown
2001-04-22,Mooney,M20E,Mooney M20E,3.0,3.0,0.0,0.0,0.0,0.75,1.0,1.0,Reciprocating,,Unknown,Unknown
2001-06-03,Piper,PA-28-181,Piper PA-28-181,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Maneuvering
2001-07-04,Cessna,182,Cessna 182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-07-28,Cessna,182B,Cessna 182B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-08-14,Cessna,150,Cessna 150,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,Reciprocating,VMC,Instructional,Descent
2001-08-18,Cessna,182A,Cessna 182A,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Descent
2001-09-11,Boeing,767-200ER,Boeing 767-200ER,65.0,65.0,0.0,0.0,0.0,0.9848484848484849,1.0,2.0,Turbo Fan,,Unknown,Cruise
2001-09-25,Piper,PA-32RT-300T,Piper PA-32RT-300T,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2001-10-06,Cessna,182A,Cessna 182A,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Skydiving,Approach
2001-11-12,Piper,PA-31T1,Piper PA-31T1,4.0,4.0,0.0,0.0,0.0,0.8,1.0,2.0,Turbo Prop,IMC,Executive/corporate,Approach
2001-12-30,Piper,PA-28R-180,Piper PA-28R-180,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Approach
2002-01-10,Piper,PA-46T,Piper PA-46T,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Turbo Prop,IMC,Personal,Approach
2002-01-15,Cessna,172,Cessna 172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2002-02-17,Cessna,172N,Cessna 172N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
