Event.Date,Make,Model,Aircraft.Type,Total.Passengers,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Fatal.Serious.Injury.Fraction,Aircraft.Destroyed_Clean,Number.of.Engines,Engine.Type,Weather.Condition,Purpose.of.flight,Broad.phase.of.flight
2004-07-16,Grumman,G-164,Grumman G-164,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Aerial Application,Maneuvering
2004-07-16,Grumman,G-164C,Grumman G-164C,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Application,Landing
2004-07-17,Piper,PA-28,Piper PA-28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-07-20,Piper,PA 25,Piper PA 25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Business,Maneuvering
2004-07-21,Cessna,182R,Cessna 182R,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-07-21,Piper,J3C,Piper J3C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-07-22,Piper,PA-24-250,Piper PA-24-250,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-07-22,Piper,J5A,Piper J5A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-07-23,Bellanca,7GCAA,Bellanca 7GCAA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-23,Cessna,172D,Cessna 172D,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-24,Cessna,182N,Cessna 182N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-24,Cessna,182Q,Cessna 182Q,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-24,Piper,PA-28-151,Piper PA-28-151,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-24,Cessna,A185F,Cessna A185F,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Reciprocating,VMC,Business,Takeoff
2004-07-25,Piper,Aerostar 602P,Piper Aerostar 602P,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
2004-07-25,Piper,PA-28-235,Piper PA-28-235,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-25,Cessna,182A,Cessna 182A,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Descent
2004-07-25,Boeing,777,Boeing 777,217.0,0.0,1.0,0.0,216.0,0.0045871559633027525,0.0,2.0,Turbo Fan,VMC,Unknown,Cruise
2004-07-27,Cessna,172P,Cessna 172P,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Go-around
2004-07-29,Cessna,172,Cessna 172,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Maneuvering
2004-07-30,Cessna,172M,Cessna 172M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-07-31,Cessna,140,Cessna 140,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-31,Boeing,A75N1,Boeing A75N1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-07-31,Piper,PA-28RT-201T,Piper PA-28RT-201T,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-08-01,Piper,PA22-20,Piper PA22-20,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-02,Mooney,M20F,Mooney M20F,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-08-03,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-04,Cessna,172N,Cessna 172N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Cruise
2004-08-04,Cessna,402C,Cessna 402C,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Reciprocating,VMC,Unknown,Landing
2004-08-05,Piper,PA-20,Piper PA-20,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-08-05,Cessna,172R,Cessna 172R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-05,Cessna,182F,Cessna 182F,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-06,Aeronca,15AC,Aeronca 15AC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-08-08,Cessna,172P,Cessna 172P,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-08,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Takeoff
2004-08-08,Mooney,M20K,Mooney M20K,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-08,Cessna,305A,Cessna 305A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Other Work Use,Takeoff
2004-08-10,Piper,PA-28-181,Piper PA-28-181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-10,Mooney,M20J,Mooney M20J,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-08-10,Cessna,310Q,Cessna 310Q,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Takeoff
2004-08-11,Mooney,M20J,Mooney M20J,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-12,Cessna,172SP,Cessna 172SP,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-12,Air Tractor,AT-301,Air Tractor AT-301,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Application,Takeoff
2004-08-13,Cessna,U206G,Cessna U206G,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Approach
2004-08-13,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-15,Piper,PA-22-150,Piper PA-22-150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-16,Maule,M-6-235,Maule M-6-235,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-17,Cessna,180J,Cessna 180J,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-17,Piper,PA-28R-180,Piper PA-28R-180,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-08-17,Beech,BE-99,Beech BE-99,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,Turbo Prop,VMC,Unknown,Cruise
2004-08-18,Mooney,M20E,Mooney M20E,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-20,Beech,BE-58,Beech BE-58,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Reciprocating,VMC,Personal,Landing
2004-08-22,Cessna,150H,Cessna 150H,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-22,Aeronca,7AC,Aeronca 7AC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Climb
2004-08-22,Cessna,170B,Cessna 170B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-23,Cessna,182P,Cessna 182P,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-23,Cessna,182,Cessna 182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-08-28,Cessna,172S,Cessna 172S,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-08-28,Cessna,172R,Cessna 172R,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Descent
2004-08-29,Cessna,177,Cessna 177,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-29,Champion,7ECA,Champion 7ECA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-29,Piper,PA-24-180,Piper PA-24-180,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-08-29,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-08-29,Beech,BE-18,Beech BE-18,4.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
2004-09-01,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-01,Cessna,172S,Cessna 172S,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Reciprocating,VMC,Personal,Maneuvering
2004-09-02,Piper,PA-32-301,Piper PA-32-301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Reciprocating,VMC,Business,Landing
2004-09-03,Cessna,305A,Cessna 305A,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Other Work Use,Climb
2004-09-04,Cessna,T310R,Cessna T310R,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Cruise
2004-09-04,Piper,PA-18-150,Piper PA-18-150,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Public Aircraft,Landing
2004-09-04,Champion,7GCBC,Champion 7GCBC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-05,Piper,PA32-300,Piper PA32-300,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-09-06,Cessna,172S,Cessna 172S,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-06,Beech,D18S,Beech D18S,11.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,Reciprocating,VMC,Other Work Use,Takeoff
2004-09-06,Piper,PA-18,Piper PA-18,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-09-07,Cessna,180H,Cessna 180H,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-08,Cessna,402C,Cessna 402C,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Reciprocating,VMC,Unknown,Takeoff
2004-09-09,Cessna,182T,Cessna 182T,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-09,Piper,PA-28-140,Piper PA-28-140,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-09-10,Piper,PA-44-180,Piper PA-44-180,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
2004-09-10,Maule,M4-210C,Maule M4-210C,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-11,Cessna,152,Cessna 152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Climb
2004-09-12,Aeronca,CHAMPION 7GCBC,Aeronca CHAMPION 7GCBC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-13,Piper,PA-28-140,Piper PA-28-140,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Go-around
2004-09-14,Piper,PA-32R-301,Piper PA-32R-301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Taxi
2004-09-15,Cessna,172RG,Cessna 172RG,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-09-15,Air Tractor,AT-502B,Air Tractor AT-502B,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Turbo Prop,VMC,Aerial Application,Cruise
2004-09-17,Cessna,150L,Cessna 150L,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-09-17,Cessna,172L,Cessna 172L,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-09-18,Piper,PA-16,Piper PA-16,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-18,Piper,PA-28-180,Piper PA-28-180,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-09-19,Piper,J3C-65,Piper J3C-65,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-09-21,Piper,PA-28-181,Piper PA-28-181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-09-22,Piper,PA-28-140,Piper PA-28-140,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-23,Piper,PA-28,Piper PA-28,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-25,Cessna,182P,Cessna 182P,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-09-25,Cessna,177,Cessna 177,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Business,Cruise
2004-09-26,Aeronca,7BCM,Aeronca 7BCM,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Go-around
2004-09-27,Cessna,152,Cessna 152,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Business,Landing
2004-09-27,Bellanca,BL-17-30A,Bellanca BL-17-30A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-09-27,Piper,PA-18-180,Piper PA-18-180,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-28,Grumman,G-164A,Grumman G-164A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Application,Takeoff
2004-09-28,Cessna,172H,Cessna 172H,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Taxi
2004-09-28,Piper,PA-28-181,Piper PA-28-181,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Positioning,Takeoff
2004-09-29,Cessna,C-150J,Cessna C-150J,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-29,Piper,PA-28-180,Piper PA-28-180,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-09-30,Cessna,150M,Cessna 150M,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-10-01,Piper,PA-22/20,Piper PA-22/20,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-01,Cessna,TU206A,Cessna TU206A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Taxi
2004-10-01,Cessna,185F,Cessna 185F,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-03,Piper,PA-28-180,Piper PA-28-180,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Go-around
2004-10-03,Piper,PA-23-180,Piper PA-23-180,1.0,0.0,1.0,0.0,0.0,0.5,1.0,2.0,Reciprocating,VMC,Personal,Takeoff
2004-10-04,Cessna,152,Cessna 152,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Approach
2004-10-08,Mooney,M20E,Mooney M20E,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-09,Cessna,172M,Cessna 172M,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-10-09,Bellanca,7ECA,Bellanca 7ECA,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Reciprocating,IMC,Personal,Taxi
2004-10-09,Cessna,172K,Cessna 172K,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Instructional,Takeoff
2004-10-10,Cessna,185F,Cessna 185F,4.0,0.0,1.0,0.0,3.0,0.2,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-10-11,Cessna,207,Cessna 207,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Unknown,Approach
2004-10-12,Bellanca,7GCBC,Bellanca 7GCBC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-13,Air Tractor,AT-301,Air Tractor AT-301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Aerial Application,Landing
2004-10-14,Cessna,182RG,Cessna 182RG,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-15,Beech,A23,Beech A23,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-10-15,Piper,PA-22,Piper PA-22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-15,Piper,PA-18,Piper PA-18,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-10-17,Piper,PA-28-160,Piper PA-28-160,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Descent
2004-10-17,Cessna,177,Cessna 177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-19,Piper,PA-28-161,Piper PA-28-161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-10-19,Beech,B-55,Beech B-55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Reciprocating,IMC,Business,Landing
2004-10-20,Cessna,172SP,Cessna 172SP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-10-23,Piper,PA-28-140,Piper PA-28-140,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-10-25,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-10-25,Bellanca,BL17-30,Bellanca BL17-30,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-10-25,Piper,PA-28,Piper PA-28,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,IMC,Personal,Landing
2004-10-25,Cessna,310I,Cessna 310I,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Reciprocating,IMC,Personal,Cruise
2004-10-28,Champion,7GCAA,Champion 7GCAA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Standing
2004-10-28,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Takeoff
2004-10-28,Cessna,172,Cessna 172,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-10-29,Piper,PA-22-160,Piper PA-22-160,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-29,Cessna,185,Cessna 185,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-30,Cessna,P206,Cessna P206,6.0,1.0,4.0,1.0,0.0,0.7142857142857143,0.0,1.0,Reciprocating,VMC,Skydiving,Takeoff
2004-10-30,Bellanca,8GCBC,Bellanca 8GCBC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-10-30,Champion,7FC,Champion 7FC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-10-31,Cessna,T182T,Cessna T182T,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-11-02,Cessna,172N,Cessna 172N,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-11-05,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-11-05,Mooney,M20E,Mooney M20E,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-11-06,Piper,PA-28-181,Piper PA-28-181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Standing
2004-11-06,Cessna,152,Cessna 152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-11-07,Beech,58,Beech 58,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
2004-11-07,Champion,7GCBC,Champion 7GCBC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Other Work Use,Taxi
2004-11-10,Cessna,P210N,Cessna P210N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Reciprocating,VMC,Business,Approach
2004-11-10,Cessna,P210N,Cessna P210N,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Business,Cruise
2004-11-13,Piper,PA-28R-201T,Piper PA-28R-201T,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Taxi
2004-11-14,Cessna,172N,Cessna 172N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-11-18,Cessna,TR182,Cessna TR182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-11-19,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Taxi
2004-11-19,Cessna,172N,Cessna 172N,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,IMC,Personal,Landing
2004-11-19,Beech,A36TC,Beech A36TC,4.0,0.0,1.0,0.0,3.0,0.2,0.0,1.0,Reciprocating,IMC,Personal,Approach
2004-11-21,Cessna,172B,Cessna 172B,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,Reciprocating,VMC,Personal,Other
2004-11-21,Cessna,172S,Cessna 172S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-11-25,Piper,PA 28-181,Piper PA 28-181,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,IMC,Personal,Takeoff
2004-11-26,Piper,PA-28-180,Piper PA-28-180,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-11-27,Mooney,M20J,Mooney M20J,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Descent
2004-12-01,Piper,PA-28-181,Piper PA-28-181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-12-03,Cessna,182P,Cessna 182P,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-12-04,Piper,PA-28-161,Piper PA-28-161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Go-around
2004-12-04,Piper,PA-28-181,Piper PA-28-181,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-12-04,Piper,PA-30,Piper PA-30,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Cruise
2004-12-07,Cessna,150J,Cessna 150J,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-12-07,Beech,A45,Beech A45,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,Reciprocating,VMC,Business,Maneuvering
2004-12-08,Piper,PA-28-161,Piper PA-28-161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Instructional,Landing
2004-12-10,Bellanca,14-19,Bellanca 14-19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Takeoff
2004-12-16,Cessna,U206G,Cessna U206G,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Positioning,Taxi
2004-12-22,Beech,58TC,Beech 58TC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Reciprocating,VMC,Personal,Landing
2004-12-24,Cessna,U206G,Cessna U206G,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Positioning,Taxi
2004-12-29,Piper,PA-32RT-300,Piper PA-32RT-300,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Approach
2004-12-29,Cessna,172P,Cessna 172P,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
2004-12-29,Champion,7-GCAA,Champion 7-GCAA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Reciprocating,VMC,Personal,Landing
